,source,author,title,description,url,urlToImage,publishedAt,content
409,"{'id': None, 'name': 'Newswire.ca'}",,aphria inc announces second consecutive quarter of profitability and positive adjusted ebitda canada newswire,net income increases 4 5 and adjusted ebitda increases four fold from the prior quarter adult use cannabis revenue increases 8 from prior quarter maintains ,https://www.newswire.ca/news-releases/aphria-inc-announces-second-consecutive-quarter-of-profitability-and-positive-adjusted-ebitda-811528740.html,https://mma.prnewswire.com/media/1010769/Aphria_Inc__Aphria_Inc__Announces_Second_Consecutive_Quarter_of.jpg?p=facebook,2019-10-15T11:00:00Z,net income increases 4 5 and adjusted ebitda increases four fold from the prior quarteradult use cannabis revenue increases 8 from prior quartermaintains strong balance sheet and cash position to support future growth reiterates fiscal year 2020 outlook le 
410,"{'id': None, 'name': 'Ctvnews.ca'}",Staff,brace for the flu this season could be a rough one ctv news,brace for the flu this season could be a rough one ctv news flu shot season ramping up in kenora daily miner and news instagram post falsely says flu shot causes fetal death politifact county schools receive flu vaccinations news parker pioneer view full c,https://ottawa.ctvnews.ca/brace-for-the-flu-this-season-could-be-a-rough-one-1.4661469,https://www.ctvnews.ca/polopoly_fs/1.4519049.1563837726!/httpImage/image.png_gen/derivatives/landscape_620/image.png,2019-10-29T23:04:00Z,flu season begins this week with an aggressive effort to convince ontarians to get the flu vaccine ontarios health ministry the provinces doctors and ottawa public health will begin wednesday with a vaccine hesitancy and public education campaign anti v 
412,"{'id': None, 'name': 'Ctvnews.ca'}",Kelsey Dyer,greta thunberg inspires massive turnout at edmonton climate rally ctv news,greta thunberg inspires massive turnout at edmonton climate rally ctv news greta thunberg leads climate strike at alberta legislature calgary herald alberta truck convoy plans counter protest to climate rally with greta thunberg cbc ca climate activists oil ,https://edmonton.ctvnews.ca/we-stand-together-greta-thunberg-speaks-to-massive-crowd-at-edmonton-climate-rally-1.4644178,https://www.ctvnews.ca/polopoly_fs/1.4645050.1571425407!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-18T11:42:00Z,edmonton protesters on both sides of the climate change debate descended on downtown edmonton as a high profile activist came to town greta thunberg arrived in edmonton friday for the strike for climate action the march began at beaver hills house park 
413,"{'id': None, 'name': 'Chroniclejournal.com'}",Camille Bains The Canadian Press,change approach to diagnosing autism to ease wait times stress doctor the chronicle journal,change approach to diagnosing autism to ease wait times stress doctor the chronicle journal canadian doctor urges flexible diagnostic approach to autism to reduce wait times global news autism diagnosis procedure should be reformed to ease wait times and st,http://www.chroniclejournal.com/life/health/change-approach-to-diagnosing-autism-to-ease-wait-times-stress/article_34b4d074-c7f8-5fa2-b270-34d0d58fb34c.html,https://bloximages.newyork1.vip.townnews.com/chroniclejournal.com/content/tncms/custom/image/f8bc5194-1803-11e8-b880-a3843e00524a.jpg,2019-10-24T22:44:11Z,vancouver lindsay roberts is home schooling her son not by choice but because the five year old boy would be prone to hitting people screaming and suddenly running away if he became overstimulated in a classroom without any support my little guy couldn 
414,"{'id': None, 'name': 'Vicnews.com'}",Wire Service,heres what you need to know about dementia and ways to reduce your risk victoria news, p research indicates there are things we can do to reduce the risk of developing dementia p ,https://www.vicnews.com/community/heres-what-you-need-to-know-about-dementia-and-ways-to-reduce-your-risk/,https://www.vicnews.com/wp-content/uploads/2019/10/19122019_web1_191028-Impress-ABB-Alzheimer_2.jpg,2019-10-28T13:00:00Z,according to alzheimers disease internationals survey on attitudes toward dementia which surveyed almost 70 000 people in 155 countries including canada almost 80 per cent of people are concerned about developing dementia while one in four people thin 
415,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}","Mia Rabson, Joan Bryden",federal leaders spar over climate tax cuts in english language debate the globe and mail,federal leaders spar over climate tax cuts in english language debate the globe and mail watch live 2019 canadian election leaders debate global news debate intense as leaders clash on climate immigration and bill 21 cbc ca goldstein its disgusting that,https://www.theglobeandmail.com/canada/article-scheer-trudeau-trade-barbs-ahead-of-debate-amid-ontario-education-2/,https://www.theglobeandmail.com/resizer/iaCVK8HtmmNH8cqmB6h_NLJoSd0=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/W2VXC643FVFETDJIDGTOHHY4K4.JPG,2019-10-08T01:37:01Z,justin trudeau and andrew scheer face off during the leaders debate in gatineau que on monday oct 7 2019 sean kilpatrick the canadian press the only english language debate to feature all six federal party leaders devolved monday into crosstalk and 
416,"{'id': None, 'name': 'Insider.com'}",Kelly McLaughlin,a woman who claims she s the ukrainian orphan s biological mom says the girl is a child,daily mail tv found a woman claiming to be the birth mother of natalia barnett an orphan at the center of an adoption scandal in indiana anna volodymyrivna gava told daily mail tv that she was forced to give up natalia 16 years ago when the girl was an inf,https://www.insider.com/natalia-barnett-reported-biological-mother-says-girl-is-child-2019-10,https://image.businessinsider.com/5d9cdb00695b5808f8774529?width=1200&format=jpeg,2019-10-08T18:50:28Z,a ukrainian woman claiming to be the birth mother of an orphan at the center of an adoption scandal in indiana says her daughter is definitely a child despite her adoptive parents claiming she is a mentally disturbed adult who terrorized their family natal 
417,"{'id': None, 'name': 'Nature.com'}",Philip G. Altbach,new universities pioneer different approaches to excellence in teaching governance,riding the wave of rapid growth in global higher education ,https://www.nature.com/articles/d41586-019-03177-0?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03177-0/d41586-019-03177-0_17294806.jpg,2019-10-23T00:00:00Z,the number of students in higher education has more than doubled since 2000 credit jacobs university in the past half century the higher education sector has mirrored the patterns of many luxury retailers it has embraced massification and extended its pro 
418,"{'id': None, 'name': 'Nature.com'}",Philip G. Altbach,new universities pioneer different approaches to excellence in teaching governance,riding the wave of rapid growth in global higher education ,https://www.nature.com/articles/d41586-019-03177-0,https://media.nature.com/lw1024/magazine-assets/d41586-019-03177-0/d41586-019-03177-0_17294806.jpg,2019-10-23T00:00:00Z,the number of students in higher education has more than doubled since 2000 credit jacobs university in the past half century the higher education sector has mirrored the patterns of many luxury retailers it has embraced massification and extended its pro 
419,"{'id': None, 'name': 'Estevanmercury.ca'}",Paola Loriggio,group that includes 5 moms challenging ontario s vaccination child law estevan mercury,group that includes 5 moms challenging ontario s vaccination child law estevan mercury group that includes 5 moms challenging ontario s vaccination child law ctv news group challenging ontarios vaccination child law alleges it violates constitutional rights ,https://www.estevanmercury.ca/group-that-includes-5-moms-challenging-ontario-s-vaccination-child-law-1.23990441,https://www.estevanmercury.ca/polopoly_fs/1.1761159.1423769969!/fileImage/httpImage/estevan-mercury-fb-logo.png,2019-10-28T20:43:00Z,toronto a group that includes five ontario mothers is challenging the province s child vaccination law alleging it violates a number of constitutional rights the parents and the non profit organization vaccine choice canada allege the immunization of schoo 
420,"{'id': None, 'name': 'Edmontonjournal.com'}",,alberta government to table budget with surgical cuts finance minister edmonton journal,alberta government to table budget with surgical cuts finance minister edmonton journal premier prepares albertans for spending cuts in pre budget speech cbc ca this will not be an easy budget jason kenney braces albertans for government spending cuts n,https://edmontonjournal.com/news/politics/alberta-government-to-table-surgical-budget-with-cuts-across-the-board-finance-minister,https://postmediaedmontonjournal2.files.wordpress.com/2019/10/74819836-budget_boots-1-w.jpg,2019-10-23T19:16:28Z,the united conservative partys first budget will cut provincial spending by 2 8 per cent alberta premier jason kenney said in a televised address wednesday night on the eve of the much anticipated 2019 20 provincial budget kenney said some infrastructure 
421,"{'id': None, 'name': 'Venturebeat.com'}",Kyle Wiggers,lyfts jobs access program provides rides to low income riders in over 35 markets,lyft s jobs access program aims to provide subsidized and free rides to low and no income riders in over 35 u s and canadian markets ,https://venturebeat.com/2019/10/17/lyfts-jobs-access-program-provides-subsidized-rides-to-low-and-no-income-riders-in-over-35-markets/,https://venturebeat.com/wp-content/uploads/2019/04/lyftbikes-e1568850023640.jpeg?w=1200&strip=all,2019-10-17T15:00:51Z,in march hot on the heels of its initial public offering lyft announced city works a 50 million program seeking to strengthen the companys civic engagement in the places its drivers live and work building on this and subsequent offshoot efforts the rid 
422,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,jason kenney s budget cuts are bad news for alberta s tech sector the globe and mail,jason kenney s budget cuts are bad news for alberta s tech sector the globe and mail a brief explainer of the alienated west where it comes from and how it will respond national post opinion take a deep breath oil and gas fairies aren t coming back calgary,https://www.theglobeandmail.com/canada/alberta/article-jason-kenneys-budget-cuts-are-bad-news-for-albertas-tech-sector/,https://www.theglobeandmail.com/resizer/NCKk-6GEB6wLrg6KHOdAMJ5Vtu4=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/64O5DRBKRZD7XBE66JAHIQ7NMQ.JPG,2019-11-01T23:55:23Z,new world north opened earlier this year and now employs 26 people with other positions still unfilled todd korol the globe and mail calgarys growing tech sector has been held up as a way for the city to shift from an energy industry that has been stuck i 
